"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"17.00","","17.00","79","741","987","","","","2.00","5.50","sw","0","2026-08-17 00:00"
"17.00","","17.00","57","740","986","","","","0.00","10.70","c","0","2026-08-17 00:30"
"21.00","","22.00","57","742","989","","","","0.00","11.20","c","0","2026-08-17 01:00"
"20.00","","20.00","75","740","986","","","","2.70","13.30","w","0","2026-08-17 01:30"
"18.00","","17.00","75","739","985","","","","2.80","13.30","w","0","2026-08-17 02:00"
"18.00","","17.00","76","740","986","","","","3.00","11.10","sw","0","2026-08-17 02:30"
"17.00","","16.00","77","741","987","","","","3.10","11.00","sw","0","2026-08-17 03:00"
"17.00","","17.00","69","740","986","","","","0.00","16.40","c","0","2026-08-17 03:30"
"19.00","","20.00","69","742","989","","","","0.00","16.40","c","0","2026-08-17 04:00"
"20.00","","19.00","75","740","986","","","","3.20","15.80","w","0","2026-08-17 04:30"
"20.00","","20.00","79","739","985","","","","3.10","15.90","w","0","2026-08-17 05:00"
"20.00","","20.00","80","740","986","","","","3.20","10.90","w","0","2026-08-17 05:30"
"19.00","","18.00","80","741","987","","","","3.40","10.90","w","0","2026-08-17 06:00"
"19.00","","20.00","72","740","986","","","","1.00","15.00","w","0","2026-08-17 06:30"
"19.00","","20.00","72","741","987","","","","1.00","16.20","w","0","2026-08-17 07:00"
"19.00","","18.00","71","740","986","","","","3.70","17.10","w","0","2026-08-17 07:30"
"22.00","","22.00","70","739","985","","","","3.90","17.10","w","0","2026-08-17 08:00"
"22.00","","21.00","64","740","986","","","","4.00","11.90","w","0","2026-08-17 08:30"
"23.00","","23.00","61","741","987","","","","4.00","11.90","w","0","2026-08-17 09:00"
"24.00","","24.00","48","740","986","","","","2.00","16.20","nw","0","2026-08-17 09:30"
"24.00","","24.00","48","741","987","","","","2.00","16.20","nw","0","2026-08-17 10:00"
"23.00","","21.00","49","739","985","","","","4.30","16.80","w","0","2026-08-17 10:30"
"25.00","","24.00","49","738","983","","","","4.40","16.70","w","0","2026-08-17 11:00"
"24.00","","22.00","49","739","985","","","","4.40","11.70","w","0","2026-08-17 11:30"
"24.00","","22.00","49","740","986","","","","4.50","11.70","w","0","2026-08-17 12:00"
"24.00","","24.00","46","739","985","","","","1.00","16.80","w","0","2026-08-17 12:30"
"24.00","","21.00","42","740","986","","","","4.60","17.00","w","0","2026-08-17 13:30"
"24.00","","21.00","41","739","985","","","","4.50","17.00","w","0","2026-08-17 14:00"
"24.00","","21.00","44","740","986","","","","4.40","10.80","w","0","2026-08-17 14:30"
"24.00","","22.00","48","741","987","","","","4.10","10.80","w","0","2026-08-17 15:00"
"23.00","","22.00","43","740","986","","","","1.00","13.30","w","0","2026-08-17 15:30"
"23.00","","22.00","43","741","987","","","","1.00","13.30","w","0","2026-08-17 16:00"
"22.00","","20.00","50","740","986","","","","2.70","10.30","nw","0","2026-08-17 16:30"
"22.00","","21.00","56","739","985","","","","2.20","10.60","nw","0","2026-08-17 17:00"
"21.00","","20.00","57","740","986","","","","2.00","4.80","w","0","2026-08-17 17:30"
"21.00","","21.00","59","741","987","","","","1.80","4.80","w","0","2026-08-17 18:00"
"20.00","","19.00","52","740","986","","","","1.00","9.40","w","0","2026-08-17 18:30"
"20.00","","19.00","52","742","989","","","","1.00","9.40","w","0","2026-08-17 19:00"
"20.00","","19.00","63","740","986","","","","2.30","9.10","nw","0","2026-08-17 19:30"
"18.00","","17.00","63","739","985","","","","2.30","8.90","nw","0","2026-08-17 20:00"
"17.00","","16.00","65","740","986","","","","2.20","3.30","w","0","2026-08-17 20:30"
"17.00","","16.00","67","741","987","","","","2.10","3.30","w","0","2026-08-17 21:00"
"17.00","","16.00","66","740","986","","","","2.10","7.40","nw","0","2026-08-17 21:30"
"16.00","","14.00","65","739","985","","","","2.10","7.40","nw","0","2026-08-17 22:00"
"15.00","","13.00","66","739","985","","","","2.00","8.70","nw","0","2026-08-17 22:30"
"15.00","","13.00","67","739","985","","","","1.90","8.70","nw","0","2026-08-17 23:00"
"14.00","","12.00","70","741","987","","","","1.80","2.30","w","0","2026-08-17 23:30"
