"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"11.30","18.80","","96","0","0","","0","0","1.30","5.10","278","Безоблачно","2026-05-25 00:00"
"10.20","18.80","","98","0","0","","0","0","1.20","4.90","288","Малооблачно","2026-05-25 01:00"
"11.10","18.80","","98","0","0","","0","0","1.00","4.70","287","Облачно","2026-05-25 02:00"
"13.80","18.80","","90","0","0","","0","0","0.70","3.90","297","Малооблачно","2026-05-25 03:00"
"16.40","18.80","","81","0","0","","0","0","0.70","3.10","323","Малооблачно","2026-05-25 04:00"
"19.40","18.80","","64","0","0","","0","0","0.60","3.20","330","Малооблачно","2026-05-25 05:00"
"20.90","18.30","","59","0","0","","0","0","0.50","2.50","342","Безоблачно","2026-05-25 06:00"
"22.30","18.30","","51","0","0","","0","0","0.90","3.30","314","Малооблачно","2026-05-25 07:00"
"23.90","18.30","","43","0","0","","0","0","0.80","4.10","309","Малооблачно","2026-05-25 08:00"
"24.40","18.30","","39","0","0","","0","0","0.40","4.40","281","Облачно","2026-05-25 09:00"
"24.70","18.30","","35","0","0","","0","0","1.60","5.40","288","Облачно","2026-05-25 10:00"
"26.50","18.30","","28","0","0","","0","0","1.30","6.30","285","Пасмурно","2026-05-25 11:00"
"26.70","18.50","","27","0","0","","0","0","1.50","6.90","284","Пасмурно","2026-05-25 12:00"
"27.20","18.50","","25","0","0","","1","0","2.00","6.90","275","Пасмурно, небольшой дождь","2026-05-25 13:00"
"26.80","18.50","","26","0","0","","0","0","1.80","6.90","293","Пасмурно","2026-05-25 14:00"
"26.10","18.50","","29","0","0","","0","0","1.70","6.50","272","Облачно","2026-05-25 15:00"
"24.30","18.50","","35","0","0","","0","0","1.50","6.40","258","Малооблачно","2026-05-25 16:00"
"18.10","18.50","","52","0","0","","0","0","1.60","5.60","253","Малооблачно","2026-05-25 17:00"
"16.80","17.80","","63","0","0","","0","0","0.80","4.80","293","Малооблачно","2026-05-25 18:00"
"17.30","17.80","","50","0","0","","0","0","0.70","7.00","290","Облачно","2026-05-25 19:00"
"15.60","17.80","","62","0","0","","0","0","0.80","3.10","281","Облачно","2026-05-25 20:00"
"14.60","17.80","","68","0","0","","0","0","0.40","3.10","283","Облачно","2026-05-25 21:00"
"14.10","17.80","","71","0","0","","0","0","0.70","2.90","280","Облачно","2026-05-25 22:00"
"13.30","17.80","","75","0","0","","0","0","2.30","7.30","274","Облачно","2026-05-25 23:00"
