"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"-22.10","0.00","","89","0","0","","0","0","0.80","2.40","257","Безоблачно","2026-02-06 00:00"
"-23.10","0.00","","100","0","0","","0","0","1.00","2.40","256","Безоблачно","2026-02-06 01:00"
"-22.90","0.00","","100","0","0","","0","0","1.00","2.20","253","Безоблачно","2026-02-06 02:00"
"-20.10","0.00","","72","0","0","","0","0","1.00","2.30","246","Безоблачно","2026-02-06 03:00"
"-19.90","0.00","","77","0","0","","0","0","0.90","2.00","228","Безоблачно","2026-02-06 04:00"
"-20.80","0.00","","100","0","0","","0","0","1.10","2.10","225","Безоблачно","2026-02-06 05:00"
"-19.50","0.00","","100","0","0","","0","0","0.90","2.60","206","Безоблачно","2026-02-06 06:00"
"-18.30","0.00","","87","0","0","","0","0","1.20","3.00","178","Безоблачно","2026-02-06 07:00"
"-17.10","0.00","","69","0","0","","0","0","1.30","3.30","145","Безоблачно","2026-02-06 08:00"
"-15.70","0.00","","76","0","0","","0","0","1.60","3.70","126","Безоблачно","2026-02-06 09:00"
"-14.70","0.00","","79","0","0","","0","0","1.60","3.90","121","Безоблачно","2026-02-06 10:00"
"-13.90","0.00","","77","0","0","","0","0","1.80","4.30","111","Безоблачно","2026-02-06 11:00"
"-11.50","0.00","","66","0","0","","0","0","1.80","4.30","111","Малооблачно","2026-02-06 12:00"
"-13.10","0.00","","84","0","0","","0","0","2.20","4.40","119","Малооблачно","2026-02-06 13:00"
"-14.80","0.00","","79","0","0","","0","0","2.00","4.40","121","Малооблачно","2026-02-06 14:00"
"-15.90","0.00","","82","0","0","","0","0","1.90","4.40","122","Малооблачно","2026-02-06 15:00"
"-16.10","0.00","","76","0","0","","0","0","1.80","4.60","128","Пасмурно","2026-02-06 16:00"
"-17.20","0.00","","88","0","0","","0","0","2.00","4.60","132","Безоблачно","2026-02-06 17:00"
"-16.60","0.00","","90","0","0","","0","0","2.60","4.60","135","Малооблачно","2026-02-06 18:00"
"-17.60","0.00","","80","0","0","","0","0","2.10","4.90","132","Малооблачно","2026-02-06 19:00"
"-17.70","0.00","","75","0","0","","0","0","2.00","4.90","130","Малооблачно","2026-02-06 20:00"
"-17.50","0.00","","80","0","0","","0","0","1.90","5.00","134","Облачно","2026-02-06 21:00"
"-17.50","0.00","","78","0","0","","0","0","2.00","5.00","132","Пасмурно","2026-02-06 22:00"
"-18.00","0.00","","81","0","0","","0","0","2.20","5.30","127","Пасмурно","2026-02-06 23:00"
