"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"9.30","16.20","","82","0","0","","1","0","4.90","10.00","290","Малооблачно, небольшой дождь","2026-05-27 00:00"
"9.10","16.20","","82","0","0","","0","0","5.10","10.10","290","Облачно","2026-05-27 01:00"
"9.30","16.20","","77","0","0","","0","0","5.20","10.20","288","Безоблачно","2026-05-27 02:00"
"9.90","16.20","","74","0","0","","0","0","5.70","10.60","290","Малооблачно","2026-05-27 03:00"
"10.90","16.20","","67","0","0","","0","0","4.70","10.90","293","Малооблачно","2026-05-27 04:00"
"11.90","16.20","","61","0","0","","0","0","5.90","11.40","294","Пасмурно","2026-05-27 05:00"
"12.50","16.20","","57","0","0","","1","0","6.20","10.40","294","Облачно","2026-05-27 06:00"
"13.10","16.20","","57","0","0","","0","0","6.80","12.00","300","Облачно","2026-05-27 07:00"
"14.40","16.20","","49","0","0","","0","0","8.00","11.00","298","Облачно","2026-05-27 08:00"
"15.80","16.20","","43","0","0","","0","0","8.90","12.70","296","Облачно","2026-05-27 09:00"
"16.10","16.20","","44","0","0","","0","0","8.00","13.40","287","Облачно","2026-05-27 10:00"
"17.00","16.20","","40","0","0","","1","0","8.40","10.70","281","Облачно","2026-05-27 11:00"
"17.10","16.20","","39","0","0","","1","0","7.20","10.50","272","Облачно, дождь","2026-05-27 12:00"
"17.30","16.20","","39","0","0","","0","0","6.60","13.20","269","Облачно","2026-05-27 13:00"
"17.00","16.20","","35","0","0","","0","0","4.90","8.80","264","Облачно","2026-05-27 14:00"
"16.20","16.10","","38","0","0","","0","0","2.90","8.90","262","Малооблачно","2026-05-27 15:00"
"14.90","16.20","","44","0","0","","0","0","1.70","5.70","241","Малооблачно","2026-05-27 16:00"
"11.90","16.20","","60","0","0","","0","0","1.20","3.10","218","Безоблачно","2026-05-27 17:00"
"11.00","16.20","","68","0","0","","0","0","0.00","0.50","226","Малооблачно","2026-05-27 18:00"
"9.90","16.10","","65","0","0","","0","0","0.20","9.10","203","Малооблачно","2026-05-27 19:00"
"9.70","16.10","","64","0","0","","0","0","0.00","0.50","222","Малооблачно","2026-05-27 20:00"
"9.50","16.10","","64","0","0","","0","0","0.00","0.60","243","Облачно","2026-05-27 21:00"
"9.30","15.40","","67","0","0","","0","0","0.40","2.00","220","Облачно","2026-05-27 22:00"
"10.40","15.40","","71","0","0","","0","0","2.00","6.90","204","Пасмурно","2026-05-27 23:00"
