"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"-0.20","4.00","","91","0","0","","0","0","1.70","4.40","96","Пасмурно","2025-12-02 00:00"
"0.30","4.00","","91","0","0","","0","0","1.90","4.20","94","Пасмурно","2025-12-02 01:00"
"0.10","4.00","","89","0","0","","0","0","2.00","4.10","91","Пасмурно","2025-12-02 02:00"
"-0.10","4.00","","86","0","0","","0","0","1.90","3.80","89","Пасмурно","2025-12-02 03:00"
"-0.20","4.00","","89","0","0","","0","0","1.90","3.80","90","Пасмурно","2025-12-02 04:00"
"-0.30","4.00","","89","0","0","","0","0","1.90","3.80","85","Пасмурно","2025-12-02 05:00"
"-0.70","4.00","","92","0","0","","0","0","2.30","4.00","92","Пасмурно","2025-12-02 06:00"
"-0.20","4.00","","90","0","0","","0","0","1.30","4.10","96","Пасмурно","2025-12-02 07:00"
"-0.30","4.00","","88","0","0","","0","0","1.90","4.20","97","Пасмурно","2025-12-02 08:00"
"-0.30","4.00","","88","0","0","","0","0","1.40","4.00","85","Пасмурно","2025-12-02 09:00"
"-0.30","4.00","","89","0","0","","0","0","1.40","3.40","66","Пасмурно","2025-12-02 10:00"
"0.20","4.00","","86","0","0","","0","0","1.30","3.30","53","Пасмурно","2025-12-02 11:00"
"0.30","4.00","","86","0","0","","0","0","1.40","3.30","39","Пасмурно","2025-12-02 12:00"
"0.40","4.00","","87","0","0","","0","0","1.60","3.30","41","Пасмурно","2025-12-02 13:00"
"0.40","4.00","","84","0","0","","0","0","0.90","3.20","46","Пасмурно","2025-12-02 14:00"
"0.40","4.00","","80","0","0","","0","0","1.00","3.10","51","Пасмурно","2025-12-02 15:00"
"1.00","4.00","","83","0","0","","0","0","1.10","3.00","38","Пасмурно","2025-12-02 16:00"
"0.90","4.00","","84","0","0","","0","0","0.70","2.80","311","Пасмурно","2025-12-02 17:00"
"0.80","4.00","","86","0","0","","0","0","0.90","2.60","327","Пасмурно","2025-12-02 18:00"
"0.80","4.00","","86","0","0","","0","0","0.70","2.80","330","Пасмурно","2025-12-02 19:00"
"0.50","4.00","","89","0","0","","0","0","0.90","2.90","327","Пасмурно","2025-12-02 20:00"
"0.20","4.00","","92","0","0","","0","0","1.10","2.80","321","Пасмурно","2025-12-02 21:00"
"0.10","4.00","","94","0","0","","0","0","1.30","2.80","337","Пасмурно","2025-12-02 22:00"
"0.40","4.00","","89","0","0","","0","0","0.90","2.70","351","Пасмурно","2025-12-02 23:00"
