"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"-0.80","4.00","","98","0","0","","0","0","1.10","2.40","282","Облачно","2025-12-08 00:00"
"-1.50","4.00","","94","0","0","","0","0","2.20","2.50","295","Пасмурно","2025-12-08 01:00"
"-1.80","4.00","","95","0","0","","0","0","1.80","2.60","314","Малооблачно","2025-12-08 02:00"
"-1.70","4.00","","97","0","0","","0","0","1.60","2.70","334","Облачно","2025-12-08 03:00"
"-1.70","4.00","","95","0","0","","0","0","1.50","2.80","341","Пасмурно, туман","2025-12-08 04:00"
"-0.70","4.00","","90","0","0","","0","0","1.20","2.90","338","Пасмурно, туман","2025-12-08 05:00"
"-1.40","4.00","","92","0","0","","0","0","1.10","2.90","357","Пасмурно","2025-12-08 06:00"
"-2.70","4.00","","98","0","0","","0","0","1.30","2.70","4","Пасмурно","2025-12-08 07:00"
"-2.50","4.00","","94","0","0","","0","0","1.40","3.10","8","Пасмурно","2025-12-08 08:00"
"-2.20","4.00","","98","0","0","","0","0","1.50","3.00","12","Пасмурно","2025-12-08 09:00"
"-1.60","4.00","","98","0","0","","0","0","1.30","3.00","22","Облачно","2025-12-08 10:00"
"-0.60","4.00","","95","0","0","","0","0","1.40","3.40","38","Пасмурно","2025-12-08 11:00"
"-0.50","4.00","","93","0","0","","0","0","1.20","3.60","36","Пасмурно","2025-12-08 12:00"
"-0.50","4.00","","98","0","0","","0","0","1.70","3.70","50","Облачно","2025-12-08 13:00"
"0.30","4.00","","85","0","0","","0","0","1.20","3.70","70","Пасмурно","2025-12-08 14:00"
"-0.90","4.00","","94","0","0","","0","0","1.10","3.60","80","Пасмурно","2025-12-08 15:00"
"-0.90","4.00","","99","0","0","","0","0","2.50","4.00","84","Пасмурно","2025-12-08 16:00"
"-0.30","4.00","","95","0","0","","0","0","2.00","4.50","91","Пасмурно","2025-12-08 17:00"
"0.10","4.00","","92","0","0","","0","0","1.60","3.90","118","Пасмурно","2025-12-08 18:00"
"0.10","4.00","","93","0","0","","0","0","1.20","3.30","92","Пасмурно","2025-12-08 19:00"
"-0.10","4.00","","95","0","0","","0","0","1.10","3.40","88","Пасмурно","2025-12-08 20:00"
"-0.20","4.00","","95","0","0","","0","0","2.00","3.90","92","Пасмурно","2025-12-08 21:00"
"-0.30","4.00","","97","0","0","","0","0","2.10","4.80","87","Пасмурно","2025-12-08 22:00"
"0.10","4.00","","93","0","0","","0","0","2.00","6.20","92","Пасмурно","2025-12-08 23:00"
