"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"14.00","19.70","","76","0","0","","0","0","0.90","3.50","269","Малооблачно","2026-09-05 00:00"
"12.30","19.70","","83","0","0","","0","0","1.00","4.10","271","Малооблачно","2026-09-05 01:00"
"11.90","19.70","","88","0","0","","0","0","1.10","4.50","281","Малооблачно","2026-09-05 02:00"
"11.80","19.70","","90","0","0","","0","0","1.90","4.30","277","Безоблачно","2026-09-05 03:00"
"14.60","19.70","","77","0","0","","0","0","1.60","3.70","246","Безоблачно","2026-09-05 04:00"
"18.40","19.70","","57","0","0","","0","0","0.90","3.80","187","Безоблачно","2026-09-05 05:00"
"20.90","19.70","","46","0","0","","0","0","1.80","4.10","215","Безоблачно","2026-09-05 06:00"
"24.00","19.20","","39","0","0","","0","0","2.70","5.20","227","Безоблачно","2026-09-05 07:00"
"25.60","19.20","","34","0","0","","0","0","3.20","6.20","226","Безоблачно","2026-09-05 08:00"
"26.70","19.20","","30","0","0","","0","0","3.20","6.80","221","Безоблачно","2026-09-05 09:00"
"27.50","19.20","","29","0","0","","0","0","3.80","8.40","219","Пасмурно","2026-09-05 10:00"
"27.80","19.20","","28","0","0","","0","0","5.30","9.00","220","Пасмурно","2026-09-05 11:00"
"27.70","19.20","","27","0","0","","0","0","5.20","9.70","220","Пасмурно","2026-09-05 12:00"
"27.60","19.20","","26","0","0","","0","0","5.70","11.20","231","Малооблачно","2026-09-05 13:00"
"27.00","19.20","","26","0","0","","0","0","4.80","10.20","239","Облачно","2026-09-05 14:00"
"25.90","19.20","","29","0","0","","0","0","3.00","9.80","240","Пасмурно","2026-09-05 15:00"
"24.50","19.20","","32","0","0","","0","0","2.00","7.70","240","Малооблачно","2026-09-05 16:00"
"22.10","19.20","","34","0","0","","0","0","1.20","2.70","230","Малооблачно","2026-09-05 17:00"
"21.60","19.20","","39","0","0","","0","0","0.00","0.50","209","Облачно","2026-09-05 18:00"
"22.80","18.80","","31","0","0","","0","0","1.40","10.80","202","Малооблачно","2026-09-05 19:00"
"22.90","18.80","","31","0","0","","0","0","2.20","7.90","203","Малооблачно","2026-09-05 20:00"
"21.90","18.80","","36","0","0","","1","0","2.90","8.40","209","Малооблачно, дождь","2026-09-05 21:00"
"21.60","18.80","","51","0","0","","0","0","3.10","8.90","211","Облачно","2026-09-05 22:00"
"21.30","18.80","","53","0","0","","0","0","2.90","8.60","217","Пасмурно","2026-09-05 23:00"
