"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"1.00","","-3.00","90","751","1001","","","","2.60","6.80","sw","0","2025-12-18 00:00"
"1.00","","-2.00","87","751","1001","","","","1.00","7.20","nw","0","2025-12-18 00:30"
"1.00","","-2.00","87","751","1001","","","","1.00","7.20","nw","0","2025-12-18 01:00"
"1.00","","-3.00","90","750","999","","","","3.10","7.40","sw","0","2025-12-18 01:30"
"1.00","","-3.00","90","750","999","","","","3.20","7.40","sw","0","2025-12-18 02:00"
"1.00","","-3.00","90","750","999","","","","3.00","7.70","sw","0","2025-12-18 02:30"
"1.00","","-3.00","90","750","999","","","","2.90","7.70","sw","0","2025-12-18 03:00"
"1.00","","-2.00","86","749","998","","","","1.00","8.10","w","0","2025-12-18 03:30"
"1.00","","-2.00","86","749","998","","","","1.00","8.10","w","0","2025-12-18 04:00"
"0.00","","-5.00","90","749","998","","","","3.40","8.10","sw","0","2025-12-18 04:30"
"0.00","","-5.00","90","749","998","","","","3.30","8.10","sw","0","2025-12-18 05:00"
"0.00","","-5.00","90","749","998","","","","3.30","8.70","w","0","2025-12-18 05:30"
"0.00","","-4.00","90","749","998","","","","3.20","8.70","w","0","2025-12-18 06:00"
"0.00","","-4.00","83","749","998","","","","2.00","9.30","w","0","2025-12-18 06:30"
"1.00","","-3.00","83","749","998","","","","2.00","9.30","w","0","2025-12-18 07:00"
"0.00","","-5.00","91","749","998","","","","4.10","9.20","w","0","2025-12-18 07:30"
"0.00","","-5.00","91","749","998","","","","4.10","9.20","w","0","2025-12-18 08:00"
"0.00","","-5.00","90","749","998","","","","3.90","8.40","w","0","2025-12-18 08:30"
"1.00","","-4.00","89","749","998","","","","3.80","8.50","w","0","2025-12-18 09:00"
"1.00","","-3.00","83","750","999","","","","2.00","8.10","w","0","2025-12-18 09:30"
"1.00","","-3.00","83","750","999","","","","2.00","8.10","w","0","2025-12-18 10:00"
"1.00","","-4.00","90","750","999","","","","3.50","8.10","w","0","2025-12-18 10:30"
"0.00","","-5.00","90","750","999","","","","3.40","8.10","w","0","2025-12-18 11:00"
"0.00","","-5.00","89","750","999","","","","3.30","8.40","w","0","2025-12-18 11:30"
"0.00","","-5.00","89","750","999","","","","3.30","8.40","w","0","2025-12-18 12:00"
"0.00","","-4.00","88","750","999","","","","2.00","8.60","w","0","2025-12-18 12:30"
"0.00","","-4.00","88","751","1001","","","","2.00","8.60","w","0","2025-12-18 13:00"
"0.00","","-5.00","90","751","1001","","","","3.50","8.40","w","0","2025-12-18 13:30"
"1.00","","-4.00","90","751","1001","","","","3.40","8.40","w","0","2025-12-18 14:00"
"2.00","","-2.00","89","751","1001","","","","3.30","8.40","w","0","2025-12-18 14:30"
"1.00","","-3.00","90","751","1001","","","","3.20","8.40","w","0","2025-12-18 15:00"
"1.00","","-3.00","80","751","1001","","","","2.00","8.60","w","0","2025-12-18 15:30"
"1.00","","-3.00","80","751","1001","","","","2.00","8.60","w","0","2025-12-18 16:00"
"1.00","","-4.00","89","751","1001","","","","3.50","8.50","nw","0","2025-12-18 16:30"
"1.00","","-3.00","89","751","1001","","","","3.30","8.50","nw","0","2025-12-18 17:00"
"1.00","","-3.00","87","752","1002","","","","3.00","7.20","w","0","2025-12-18 17:30"
"1.00","","-3.00","86","752","1002","","","","2.70","7.20","w","0","2025-12-18 18:00"
"1.00","","-2.00","88","752","1002","","","","1.00","7.40","w","0","2025-12-18 18:30"
"1.00","","-2.00","88","752","1002","","","","1.00","7.40","w","0","2025-12-18 19:00"
"1.00","","-3.00","88","753","1003","","","","3.00","7.50","w","0","2025-12-18 19:30"
"1.00","","-3.00","87","753","1003","","","","3.10","7.80","w","0","2025-12-18 20:00"
"0.00","","-4.00","87","753","1003","","","","2.90","7.00","w","0","2025-12-18 20:30"
"1.00","","-3.00","87","753","1003","","","","2.90","7.10","w","0","2025-12-18 21:00"
"1.00","","-3.00","88","753","1003","","","","2.90","6.60","w","0","2025-12-18 21:30"
"2.00","","-2.00","88","753","1003","","","","2.80","6.60","w","0","2025-12-18 22:00"
"2.00","","-2.00","88","753","1003","","","","2.60","6.40","w","0","2025-12-18 22:30"
"2.00","","-2.00","88","753","1003","","","","2.30","6.50","w","0","2025-12-18 23:00"
"2.00","","-2.00","88","754","1005","","","","2.20","5.40","nw","0","2025-12-18 23:30"
