"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"2.00","","-2.00","85","747","995","","","","3.40","8.90","n","0","2026-04-19 00:00"
"2.00","","-2.00","78","747","995","","","","2.00","9.00","n","0","2026-04-19 00:30"
"3.00","","0.00","78","747","995","","","","2.00","9.00","n","0","2026-04-19 01:00"
"3.00","","-1.00","86","747","995","","","","3.70","8.80","n","0","2026-04-19 01:30"
"3.00","","-2.00","87","748","997","","","","3.80","8.90","n","0","2026-04-19 02:00"
"3.00","","-1.00","87","747","995","","","","3.70","8.40","n","0","2026-04-19 02:30"
"3.00","","-1.00","87","747","995","","","","3.60","8.40","n","0","2026-04-19 03:00"
"3.00","","-1.00","73","748","997","","","","2.00","8.90","ne","0","2026-04-19 03:30"
"3.00","","-1.00","73","748","997","","","","2.00","8.90","ne","0","2026-04-19 04:00"
"3.00","","-2.00","85","748","997","","","","3.80","9.30","n","0","2026-04-19 04:30"
"3.00","","-2.00","78","748","997","","","","3.90","9.30","n","0","2026-04-19 05:00"
"3.00","","-2.00","76","748","997","","","","3.90","9.30","n","0","2026-04-19 05:30"
"3.00","","-2.00","75","748","997","","","","3.90","9.30","n","0","2026-04-19 06:00"
"4.00","","-1.00","72","748","997","","","","4.20","9.60","n","0","2026-04-19 06:30"
"4.00","","-1.00","52","748","997","","","","3.00","9.60","ne","0","2026-04-19 07:00"
"4.00","","-1.00","67","748","997","","","","4.50","9.50","n","0","2026-04-19 07:30"
"4.00","","-1.00","65","748","997","","","","4.50","9.70","n","0","2026-04-19 08:00"
"5.00","","0.00","63","748","997","","","","4.40","9.60","n","0","2026-04-19 08:30"
"4.00","","-1.00","62","748","997","","","","4.30","9.60","n","0","2026-04-19 09:00"
"4.00","","-1.00","61","748","997","","","","4.40","9.80","n","0","2026-04-19 09:30"
"3.00","","-1.00","52","748","997","","","","2.00","9.80","ne","0","2026-04-19 10:00"
"4.00","","-2.00","59","748","997","","","","4.60","9.80","n","0","2026-04-19 10:30"
"3.00","","-3.00","59","748","997","","","","4.60","9.80","n","0","2026-04-19 11:00"
"4.00","","-2.00","56","748","997","","","","4.40","9.60","n","0","2026-04-19 11:30"
"4.00","","-2.00","55","748","997","","","","4.30","9.60","n","0","2026-04-19 12:00"
"4.00","","-2.00","56","748","997","","","","4.40","9.70","n","0","2026-04-19 12:30"
"5.00","","1.00","48","748","997","","","","2.00","9.70","ne","0","2026-04-19 13:00"
"4.00","","-2.00","57","748","997","","","","4.50","9.20","n","0","2026-04-19 13:30"
"4.00","","-2.00","56","748","997","","","","4.50","9.20","n","0","2026-04-19 14:00"
"4.00","","-1.00","57","748","997","","","","4.10","9.30","n","0","2026-04-19 14:30"
"5.00","","0.00","58","748","997","","","","3.70","9.20","n","0","2026-04-19 15:00"
"4.00","","-1.00","59","748","997","","","","3.70","8.70","n","0","2026-04-19 15:30"
"4.00","","0.00","48","748","997","","","","2.00","8.70","ne","0","2026-04-19 16:00"
"4.00","","-1.00","62","748","997","","","","3.50","8.60","n","0","2026-04-19 16:30"
"3.00","","-2.00","63","748","997","","","","3.30","8.00","n","0","2026-04-19 17:00"
"3.00","","-2.00","64","748","997","","","","3.10","8.40","n","0","2026-04-19 17:30"
"2.00","","-3.00","65","748","997","","","","2.90","8.40","n","0","2026-04-19 18:00"
"2.00","","-3.00","68","748","997","","","","3.10","8.70","n","0","2026-04-19 18:30"
"2.00","","-2.00","56","748","997","","","","2.00","8.40","ne","0","2026-04-19 19:00"
"2.00","","-3.00","73","748","997","","","","3.40","9.20","n","0","2026-04-19 19:30"
"1.00","","-4.00","74","748","997","","","","3.30","9.20","n","0","2026-04-19 20:00"
"1.00","","-4.00","77","747","995","","","","3.30","9.00","n","0","2026-04-19 20:30"
"2.00","","-2.00","80","747","995","","","","3.30","9.00","n","0","2026-04-19 21:00"
"2.00","","-2.00","82","747","995","","","","3.40","9.10","n","0","2026-04-19 21:30"
"2.00","","-2.00","84","747","995","","","","3.50","9.10","n","0","2026-04-19 22:00"
"2.00","","-3.00","84","747","995","","","","3.60","9.40","n","0","2026-04-19 22:30"
"2.00","","-3.00","84","747","995","","","","3.60","9.40","n","0","2026-04-19 23:00"
"2.00","","-3.00","85","747","995","","","","3.50","8.70","n","0","2026-04-19 23:30"
