"Temp","Temp Water","Temp Feels Like","Humidity","Pressure Mm","Pressure Hpa","Precip Mm","Precip Type","Precip Intensity","Wind Speed Ms","Wind Gust Speed Ms","Wind Dir","Condition","Created At"
"20.00","","19.00","54","752","1002","","","","1.60","1.90","ne","0","2026-05-21 00:00"
"19.00","","18.00","45","752","1002","","","","1.00","2.40","e","0","2026-05-21 00:30"
"21.00","","20.00","45","752","1002","","","","1.00","2.40","e","0","2026-05-21 01:00"
"20.00","","19.00","58","752","1002","","","","1.70","2.10","ne","0","2026-05-21 01:30"
"21.00","","20.00","58","752","1002","","","","1.70","2.10","ne","0","2026-05-21 02:00"
"22.00","","22.00","57","752","1002","","","","1.60","1.90","ne","0","2026-05-21 02:30"
"20.00","","19.00","56","752","1002","","","","1.60","1.90","ne","0","2026-05-21 03:00"
"22.00","","21.00","46","752","1002","","","","1.00","3.70","e","0","2026-05-21 03:30"
"22.00","","21.00","46","752","1002","","","","1.00","3.70","e","0","2026-05-21 04:00"
"24.00","","23.00","48","752","1002","","","","2.10","5.10","ne","0","2026-05-21 04:30"
"24.00","","23.00","47","752","1002","","","","2.20","5.30","ne","0","2026-05-21 05:00"
"25.00","","24.00","44","753","1003","","","","2.10","6.80","e","0","2026-05-21 05:30"
"24.00","","23.00","42","753","1003","","","","2.10","6.80","e","0","2026-05-21 06:00"
"25.00","","25.00","35","752","1002","","","","1.00","8.60","ne","0","2026-05-21 06:30"
"27.00","","27.00","35","752","1002","","","","1.00","8.60","ne","0","2026-05-21 07:00"
"28.00","","28.00","36","752","1002","","","","2.90","9.70","e","0","2026-05-21 07:30"
"29.00","","28.00","33","752","1002","","","","3.20","9.80","e","0","2026-05-21 08:00"
"29.00","","28.00","31","752","1002","","","","3.20","9.80","e","0","2026-05-21 08:30"
"31.00","","30.00","29","752","1002","","","","3.00","9.70","e","0","2026-05-21 09:00"
"31.00","","32.00","27","752","1002","","","","1.00","9.80","ne","0","2026-05-21 09:30"
"32.00","","33.00","27","752","1002","","","","1.00","9.80","ne","0","2026-05-21 10:00"
"32.00","","32.00","28","752","1002","","","","2.90","9.60","e","0","2026-05-21 10:30"
"32.00","","32.00","28","752","1002","","","","2.70","9.60","e","0","2026-05-21 11:00"
"32.00","","31.00","27","752","1002","","","","2.70","9.40","se","0","2026-05-21 11:30"
"32.00","","31.00","27","752","1002","","","","2.60","9.40","se","0","2026-05-21 12:00"
"31.00","","30.00","20","752","1002","","","","1.00","10.50","se","0","2026-05-21 12:30"
"31.00","","30.00","20","753","1003","","","","1.00","10.50","se","0","2026-05-21 13:00"
"30.00","","28.00","28","752","1002","","","","3.30","10.20","se","0","2026-05-21 13:30"
"31.00","","29.00","28","752","1002","","","","3.40","10.20","se","0","2026-05-21 14:00"
"30.00","","28.00","29","752","1002","","","","3.20","10.00","e","0","2026-05-21 14:30"
"31.00","","29.00","29","752","1002","","","","2.80","10.00","e","0","2026-05-21 15:00"
"30.00","","29.00","26","752","1002","","","","1.00","11.40","w","0","2026-05-21 15:30"
"28.00","","27.00","26","752","1002","","","","1.00","11.40","w","0","2026-05-21 16:00"
"27.00","","25.00","37","752","1002","","","","3.00","9.20","e","0","2026-05-21 16:30"
"29.00","","28.00","40","752","1002","","","","3.00","9.20","e","0","2026-05-21 17:00"
"27.00","","27.00","46","752","1002","","","","2.60","5.60","e","0","2026-05-21 17:30"
"27.00","","27.00","50","752","1002","","","","2.20","5.60","e","0","2026-05-21 18:00"
"25.00","","24.00","40","752","1002","","","","1.00","3.60","e","0","2026-05-21 18:30"
"27.00","","27.00","40","753","1003","","","","1.00","3.60","e","0","2026-05-21 19:00"
"26.00","","27.00","59","752","1002","","","","1.90","2.80","e","0","2026-05-21 19:30"
"26.00","","27.00","58","752","1002","","","","2.00","2.60","e","0","2026-05-21 20:00"
"25.00","","26.00","62","753","1003","","","","1.70","2.30","se","0","2026-05-21 20:30"
"22.00","","22.00","63","753","1003","","","","1.50","2.30","se","0","2026-05-21 21:00"
"22.00","","22.00","64","753","1003","","","","1.60","2.50","se","0","2026-05-21 21:30"
"22.00","","22.00","64","753","1003","","","","1.80","2.50","se","0","2026-05-21 22:00"
"21.00","","21.00","66","752","1002","","","","1.80","2.00","se","0","2026-05-21 22:30"
"21.00","","21.00","67","752","1002","","","","1.80","2.30","se","0","2026-05-21 23:00"
"20.00","","20.00","66","752","1002","","","","1.70","2.60","se","0","2026-05-21 23:30"
